responseTime,sentenceIndex,Index,mousePositionX,mousePositionY,TrueAnswer,userName,Word,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,response,experiment_start_time,experiment_end_time,experiment_duration
9606,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
9659,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
9709,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
9759,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
9807,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
9859,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
9909,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
9959,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
10008,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
10059,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
10109,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
10159,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
10208,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
10259,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
10309,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
10359,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
10409,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
10459,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
10509,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
10559,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
10609,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
10659,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
10716,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
10758,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
10809,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
10859,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
10909,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
10959,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
11010,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
11059,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
11109,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
11159,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
11208,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
11259,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
11318,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
11356,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
11409,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
11459,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
11509,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
11558,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
11606,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
11657,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
11708,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
11758,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
